Iter 1, Loss = 1.087855, Training Accuracy = 0.42969, Validation Accuracy = 0.48529
Iter 621, Loss = 0.656499, Training Accuracy = 0.67188, Validation Accuracy = 0.68382
Iter 622, Loss = 0.654008, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 623, Loss = 0.637270, Training Accuracy = 0.67188, Validation Accuracy = 0.66912
Iter 624, Loss = 0.647396, Training Accuracy = 0.69531, Validation Accuracy = 0.68015
Iter 625, Loss = 0.669022, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 626, Loss = 0.654513, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 627, Loss = 0.638875, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 628, Loss = 0.661142, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 629, Loss = 0.655498, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 630, Loss = 0.646319, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 631, Loss = 0.652793, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 632, Loss = 0.643662, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 633, Loss = 0.648533, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 634, Loss = 0.667566, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 635, Loss = 0.668377, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 636, Loss = 0.659173, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 637, Loss = 0.637808, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 638, Loss = 0.678460, Training Accuracy = 0.65625, Validation Accuracy = 0.67279
Iter 639, Loss = 0.653394, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 640, Loss = 0.649739, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 641, Loss = 0.629655, Training Accuracy = 0.71875, Validation Accuracy = 0.67647
Iter 642, Loss = 0.669236, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 643, Loss = 0.663827, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 644, Loss = 0.633007, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 645, Loss = 0.663555, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 646, Loss = 0.667436, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 647, Loss = 0.642328, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 648, Loss = 0.639038, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 649, Loss = 0.659336, Training Accuracy = 0.71094, Validation Accuracy = 0.66912
Iter 650, Loss = 0.653021, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 651, Loss = 0.644035, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 652, Loss = 0.652486, Training Accuracy = 0.66406, Validation Accuracy = 0.67647
Iter 653, Loss = 0.646870, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 654, Loss = 0.629106, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 655, Loss = 0.637383, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 656, Loss = 0.645603, Training Accuracy = 0.65625, Validation Accuracy = 0.67647
Iter 657, Loss = 0.639055, Training Accuracy = 0.67969, Validation Accuracy = 0.66544
Iter 658, Loss = 0.665026, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 659, Loss = 0.648567, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 660, Loss = 0.649141, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 661, Loss = 0.651060, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 662, Loss = 0.634972, Training Accuracy = 0.70312, Validation Accuracy = 0.68382
Iter 663, Loss = 0.668086, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 664, Loss = 0.665311, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 665, Loss = 0.661721, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 666, Loss = 0.629292, Training Accuracy = 0.67188, Validation Accuracy = 0.66912
Iter 667, Loss = 0.653010, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 668, Loss = 0.669420, Training Accuracy = 0.69531, Validation Accuracy = 0.68015
Iter 669, Loss = 0.646439, Training Accuracy = 0.68750, Validation Accuracy = 0.68382
Iter 670, Loss = 0.636689, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 671, Loss = 0.668307, Training Accuracy = 0.65625, Validation Accuracy = 0.68382
Iter 672, Loss = 0.646470, Training Accuracy = 0.67188, Validation Accuracy = 0.67279
Iter 673, Loss = 0.648481, Training Accuracy = 0.66406, Validation Accuracy = 0.68015
Iter 674, Loss = 0.645561, Training Accuracy = 0.67969, Validation Accuracy = 0.68015
Iter 675, Loss = 0.647219, Training Accuracy = 0.66406, Validation Accuracy = 0.68015
Iter 676, Loss = 0.637709, Training Accuracy = 0.66406, Validation Accuracy = 0.67647
Iter 677, Loss = 0.637819, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 678, Loss = 0.642989, Training Accuracy = 0.67969, Validation Accuracy = 0.68382
Iter 679, Loss = 0.647507, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 680, Loss = 0.651395, Training Accuracy = 0.67188, Validation Accuracy = 0.68750
Iter 681, Loss = 0.663026, Training Accuracy = 0.71875, Validation Accuracy = 0.68015
Iter 682, Loss = 0.634346, Training Accuracy = 0.67969, Validation Accuracy = 0.68015
Iter 683, Loss = 0.647494, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 684, Loss = 0.659374, Training Accuracy = 0.70312, Validation Accuracy = 0.68015
Iter 685, Loss = 0.657953, Training Accuracy = 0.70312, Validation Accuracy = 0.68750
Iter 686, Loss = 0.645499, Training Accuracy = 0.66406, Validation Accuracy = 0.68015
Iter 687, Loss = 0.640250, Training Accuracy = 0.67188, Validation Accuracy = 0.68015
Iter 688, Loss = 0.659024, Training Accuracy = 0.69531, Validation Accuracy = 0.66544
Iter 689, Loss = 0.649013, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 690, Loss = 0.629615, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 691, Loss = 0.631190, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 692, Loss = 0.624401, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 693, Loss = 0.647505, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 694, Loss = 0.665016, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 695, Loss = 0.645820, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 696, Loss = 0.637950, Training Accuracy = 0.66406, Validation Accuracy = 0.67279
Iter 697, Loss = 0.647684, Training Accuracy = 0.66406, Validation Accuracy = 0.67647
Iter 698, Loss = 0.640533, Training Accuracy = 0.69531, Validation Accuracy = 0.68015
Iter 699, Loss = 0.640194, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 700, Loss = 0.660306, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 701, Loss = 0.634768, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 702, Loss = 0.630650, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 703, Loss = 0.649809, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 704, Loss = 0.627510, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 705, Loss = 0.636591, Training Accuracy = 0.69531, Validation Accuracy = 0.68015
Iter 706, Loss = 0.651507, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 707, Loss = 0.633142, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 708, Loss = 0.640966, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 709, Loss = 0.638201, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 710, Loss = 0.641783, Training Accuracy = 0.65625, Validation Accuracy = 0.66912
Iter 711, Loss = 0.638011, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 712, Loss = 0.646853, Training Accuracy = 0.71094, Validation Accuracy = 0.68382
Iter 713, Loss = 0.661762, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 714, Loss = 0.640043, Training Accuracy = 0.69531, Validation Accuracy = 0.68382
Iter 715, Loss = 0.650911, Training Accuracy = 0.69531, Validation Accuracy = 0.68382
Iter 716, Loss = 0.666142, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 717, Loss = 0.642999, Training Accuracy = 0.69531, Validation Accuracy = 0.68015
Iter 718, Loss = 0.643068, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 719, Loss = 0.626190, Training Accuracy = 0.72656, Validation Accuracy = 0.67279
Iter 720, Loss = 0.629504, Training Accuracy = 0.68750, Validation Accuracy = 0.68382
Iter 721, Loss = 0.636619, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 722, Loss = 0.642604, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 723, Loss = 0.651399, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 724, Loss = 0.651529, Training Accuracy = 0.69531, Validation Accuracy = 0.68015
Iter 725, Loss = 0.627621, Training Accuracy = 0.69531, Validation Accuracy = 0.68382
Iter 726, Loss = 0.642802, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 727, Loss = 0.646511, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 728, Loss = 0.635833, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 729, Loss = 0.635702, Training Accuracy = 0.68750, Validation Accuracy = 0.68750
Iter 730, Loss = 0.653343, Training Accuracy = 0.66406, Validation Accuracy = 0.67279
Iter 731, Loss = 0.650696, Training Accuracy = 0.67188, Validation Accuracy = 0.68015
Iter 732, Loss = 0.638043, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 733, Loss = 0.630148, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 734, Loss = 0.641599, Training Accuracy = 0.70312, Validation Accuracy = 0.68015
Iter 735, Loss = 0.633043, Training Accuracy = 0.69531, Validation Accuracy = 0.68382
Iter 736, Loss = 0.647579, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 737, Loss = 0.646678, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 738, Loss = 0.653920, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 739, Loss = 0.665696, Training Accuracy = 0.67969, Validation Accuracy = 0.68382
Iter 740, Loss = 0.620578, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 741, Loss = 0.656677, Training Accuracy = 0.69531, Validation Accuracy = 0.68382
Iter 742, Loss = 0.642759, Training Accuracy = 0.66406, Validation Accuracy = 0.67647
Iter 743, Loss = 0.634324, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 744, Loss = 0.636087, Training Accuracy = 0.67969, Validation Accuracy = 0.66544
Iter 745, Loss = 0.656142, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 746, Loss = 0.631814, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 747, Loss = 0.626786, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 748, Loss = 0.659116, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 749, Loss = 0.635887, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 750, Loss = 0.635513, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 751, Loss = 0.638727, Training Accuracy = 0.70312, Validation Accuracy = 0.68015
Iter 752, Loss = 0.648687, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 753, Loss = 0.681489, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 754, Loss = 0.633738, Training Accuracy = 0.70312, Validation Accuracy = 0.68382
Iter 755, Loss = 0.660803, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 756, Loss = 0.651135, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 757, Loss = 0.638447, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 758, Loss = 0.636945, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 759, Loss = 0.647572, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 760, Loss = 0.628185, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 761, Loss = 0.643487, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 762, Loss = 0.646209, Training Accuracy = 0.67188, Validation Accuracy = 0.66912
Iter 763, Loss = 0.638846, Training Accuracy = 0.68750, Validation Accuracy = 0.68382
Iter 764, Loss = 0.645150, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 765, Loss = 0.643101, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 766, Loss = 0.643073, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 767, Loss = 0.636526, Training Accuracy = 0.66406, Validation Accuracy = 0.67279
Iter 768, Loss = 0.633418, Training Accuracy = 0.67188, Validation Accuracy = 0.66544
Iter 769, Loss = 0.642192, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 770, Loss = 0.657523, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 771, Loss = 0.640816, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 772, Loss = 0.646488, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 773, Loss = 0.623566, Training Accuracy = 0.67969, Validation Accuracy = 0.68382
Iter 774, Loss = 0.639576, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 775, Loss = 0.655186, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 776, Loss = 0.636613, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 777, Loss = 0.645242, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 778, Loss = 0.637579, Training Accuracy = 0.68750, Validation Accuracy = 0.68382
Iter 779, Loss = 0.631567, Training Accuracy = 0.69531, Validation Accuracy = 0.68015
Iter 780, Loss = 0.643210, Training Accuracy = 0.67969, Validation Accuracy = 0.68015
Iter 781, Loss = 0.619987, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 782, Loss = 0.642198, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 783, Loss = 0.642811, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 784, Loss = 0.658157, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 785, Loss = 0.633525, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 786, Loss = 0.636956, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 787, Loss = 0.625986, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 788, Loss = 0.641591, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 789, Loss = 0.638144, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 790, Loss = 0.642703, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 791, Loss = 0.619921, Training Accuracy = 0.71875, Validation Accuracy = 0.67279
Iter 792, Loss = 0.634333, Training Accuracy = 0.67969, Validation Accuracy = 0.68015
Iter 793, Loss = 0.632476, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 794, Loss = 0.618977, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 795, Loss = 0.640438, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 796, Loss = 0.624464, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 797, Loss = 0.647110, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 798, Loss = 0.629456, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 799, Loss = 0.639241, Training Accuracy = 0.71875, Validation Accuracy = 0.67647
Iter 800, Loss = 0.642165, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 801, Loss = 0.640689, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 802, Loss = 0.628673, Training Accuracy = 0.69531, Validation Accuracy = 0.68750
Iter 803, Loss = 0.649618, Training Accuracy = 0.66406, Validation Accuracy = 0.67647
Iter 804, Loss = 0.653767, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 805, Loss = 0.632776, Training Accuracy = 0.67188, Validation Accuracy = 0.66912
Iter 806, Loss = 0.640736, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 807, Loss = 0.639756, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 808, Loss = 0.651827, Training Accuracy = 0.72656, Validation Accuracy = 0.66912
Iter 809, Loss = 0.645111, Training Accuracy = 0.70312, Validation Accuracy = 0.68382
Iter 810, Loss = 0.642930, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 811, Loss = 0.632154, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 812, Loss = 0.630739, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 813, Loss = 0.630097, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 814, Loss = 0.639938, Training Accuracy = 0.69531, Validation Accuracy = 0.68015
Iter 815, Loss = 0.640470, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 816, Loss = 0.634520, Training Accuracy = 0.71875, Validation Accuracy = 0.67647
Iter 817, Loss = 0.645648, Training Accuracy = 0.70312, Validation Accuracy = 0.68015
Iter 818, Loss = 0.637001, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 819, Loss = 0.624853, Training Accuracy = 0.69531, Validation Accuracy = 0.68382
Iter 820, Loss = 0.652011, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 821, Loss = 0.649657, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 822, Loss = 0.628918, Training Accuracy = 0.70312, Validation Accuracy = 0.68015
Iter 823, Loss = 0.625687, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 824, Loss = 0.627365, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 825, Loss = 0.639415, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 826, Loss = 0.650648, Training Accuracy = 0.70312, Validation Accuracy = 0.66544
Iter 827, Loss = 0.637884, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 828, Loss = 0.635929, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 829, Loss = 0.629498, Training Accuracy = 0.67188, Validation Accuracy = 0.68015
Iter 830, Loss = 0.634774, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 831, Loss = 0.630678, Training Accuracy = 0.68750, Validation Accuracy = 0.67647
Iter 832, Loss = 0.629130, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 833, Loss = 0.638247, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 834, Loss = 0.625514, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 835, Loss = 0.633622, Training Accuracy = 0.71875, Validation Accuracy = 0.66912
Iter 836, Loss = 0.624265, Training Accuracy = 0.66406, Validation Accuracy = 0.67647
Iter 837, Loss = 0.648577, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 838, Loss = 0.629480, Training Accuracy = 0.70312, Validation Accuracy = 0.68015
Iter 839, Loss = 0.615109, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 840, Loss = 0.636242, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 841, Loss = 0.622105, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 842, Loss = 0.642988, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 843, Loss = 0.627809, Training Accuracy = 0.66406, Validation Accuracy = 0.67647
Iter 844, Loss = 0.638795, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 845, Loss = 0.622478, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 846, Loss = 0.632343, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 847, Loss = 0.635765, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 848, Loss = 0.644764, Training Accuracy = 0.70312, Validation Accuracy = 0.68015
Iter 849, Loss = 0.649687, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 850, Loss = 0.633085, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 851, Loss = 0.621563, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 852, Loss = 0.605905, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 853, Loss = 0.624478, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 854, Loss = 0.631691, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 855, Loss = 0.630788, Training Accuracy = 0.68750, Validation Accuracy = 0.68015
Iter 856, Loss = 0.626166, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 857, Loss = 0.624976, Training Accuracy = 0.71094, Validation Accuracy = 0.66912
Iter 858, Loss = 0.623845, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 859, Loss = 0.637845, Training Accuracy = 0.67188, Validation Accuracy = 0.66912
Iter 860, Loss = 0.621777, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 861, Loss = 0.622206, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 862, Loss = 0.625879, Training Accuracy = 0.69531, Validation Accuracy = 0.68015
Iter 863, Loss = 0.631485, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 864, Loss = 0.632367, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 865, Loss = 0.621077, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 866, Loss = 0.621629, Training Accuracy = 0.73438, Validation Accuracy = 0.67279
Iter 867, Loss = 0.634044, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 868, Loss = 0.632392, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 869, Loss = 0.636881, Training Accuracy = 0.70312, Validation Accuracy = 0.68015
Iter 870, Loss = 0.638404, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 871, Loss = 0.643662, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 872, Loss = 0.652915, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 873, Loss = 0.643517, Training Accuracy = 0.73438, Validation Accuracy = 0.68015
Iter 874, Loss = 0.646175, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 875, Loss = 0.632578, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 876, Loss = 0.641006, Training Accuracy = 0.70312, Validation Accuracy = 0.66544
Iter 877, Loss = 0.624082, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 878, Loss = 0.627612, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 879, Loss = 0.619102, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 880, Loss = 0.620705, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 881, Loss = 0.635852, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 882, Loss = 0.631432, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 883, Loss = 0.639797, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 884, Loss = 0.640999, Training Accuracy = 0.71875, Validation Accuracy = 0.68015
Iter 885, Loss = 0.612234, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 886, Loss = 0.625873, Training Accuracy = 0.71875, Validation Accuracy = 0.67647
Iter 887, Loss = 0.635337, Training Accuracy = 0.72656, Validation Accuracy = 0.67647
Iter 888, Loss = 0.639331, Training Accuracy = 0.66406, Validation Accuracy = 0.67279
Iter 889, Loss = 0.627053, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 890, Loss = 0.612054, Training Accuracy = 0.67188, Validation Accuracy = 0.68015
Iter 891, Loss = 0.616381, Training Accuracy = 0.70312, Validation Accuracy = 0.67647
Iter 892, Loss = 0.608055, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 893, Loss = 0.629458, Training Accuracy = 0.68750, Validation Accuracy = 0.67279
Iter 894, Loss = 0.623620, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 895, Loss = 0.629379, Training Accuracy = 0.67969, Validation Accuracy = 0.68015
Iter 896, Loss = 0.628910, Training Accuracy = 0.66406, Validation Accuracy = 0.67279
Iter 897, Loss = 0.632577, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 898, Loss = 0.627329, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 899, Loss = 0.635355, Training Accuracy = 0.71875, Validation Accuracy = 0.67279
Iter 900, Loss = 0.627773, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 901, Loss = 0.626198, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 902, Loss = 0.621745, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
Iter 903, Loss = 0.636753, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 904, Loss = 0.648349, Training Accuracy = 0.72656, Validation Accuracy = 0.67647
Iter 905, Loss = 0.643307, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 906, Loss = 0.635835, Training Accuracy = 0.69531, Validation Accuracy = 0.67647
Iter 907, Loss = 0.636487, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 908, Loss = 0.613386, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 909, Loss = 0.618682, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 910, Loss = 0.618337, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 911, Loss = 0.630496, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 912, Loss = 0.625411, Training Accuracy = 0.66406, Validation Accuracy = 0.67647
Iter 913, Loss = 0.624935, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 914, Loss = 0.627486, Training Accuracy = 0.71094, Validation Accuracy = 0.66912
Iter 915, Loss = 0.641175, Training Accuracy = 0.71094, Validation Accuracy = 0.67279
Iter 916, Loss = 0.615671, Training Accuracy = 0.67188, Validation Accuracy = 0.67647
Iter 917, Loss = 0.625364, Training Accuracy = 0.67969, Validation Accuracy = 0.67647
Iter 918, Loss = 0.639947, Training Accuracy = 0.71094, Validation Accuracy = 0.68015
Iter 919, Loss = 0.611729, Training Accuracy = 0.72656, Validation Accuracy = 0.66912
Iter 920, Loss = 0.649362, Training Accuracy = 0.68750, Validation Accuracy = 0.66912
Iter 921, Loss = 0.619740, Training Accuracy = 0.71875, Validation Accuracy = 0.67279
Iter 922, Loss = 0.616809, Training Accuracy = 0.69531, Validation Accuracy = 0.66912
Iter 923, Loss = 0.620125, Training Accuracy = 0.70312, Validation Accuracy = 0.67279
Iter 924, Loss = 0.622956, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 925, Loss = 0.631601, Training Accuracy = 0.72656, Validation Accuracy = 0.66544
Iter 926, Loss = 0.637635, Training Accuracy = 0.67969, Validation Accuracy = 0.67279
Iter 927, Loss = 0.632173, Training Accuracy = 0.70312, Validation Accuracy = 0.66912
Iter 928, Loss = 0.625121, Training Accuracy = 0.71094, Validation Accuracy = 0.67647
Iter 929, Loss = 0.615088, Training Accuracy = 0.67969, Validation Accuracy = 0.66912
Iter 930, Loss = 0.621266, Training Accuracy = 0.69531, Validation Accuracy = 0.67279
